object	21.8818975367	-0.0986830019626	24.3825	km01_5500.fits_g40	0	star
object	21.9667984916	-0.121195012207		24.3555	km02_5250.fits_g40	0	star
object	21.9028013289	-0.10249900974		17.2038	kp01_5000.fits_g40	0	star
object	21.9504982491	-0.120846000695		26.3849	km01_4250.fits_g40	0	star
object	21.9109992606	-0.123622009861		23.7693	km01_4000.fits_g40	0	star
object	21.8839995241	-0.121780007845		26.1404	km02_4000.fits_g40	0	star
object	21.8894004993	-0.101984000896		27.3553	km01_4000.fits_g40	0	star
object	21.9114995731	-0.112635011288		26.6944	km02_4000.fits_g40	0	star
object	21.8965004777	-0.1180150105		22.0008	kp02_4000.fits_g40	0	star
object	21.8914017434	-0.107474002275		26.6993	km01_4000.fits_g40	0	star
object	21.9136988945	-0.110563998042		21.0366	kp01_4000.fits_g40	0	star
object	21.9114995731	-0.108478998896		25.4703	km01_4000.fits_g40	0	star
object	21.9023010165	-0.113075993985		18.2713	km01_4000.fits_g40	0	star
object	22.0262023547	0.0883020036614		19.5702	km01_6750.fits_g40	0	star
object	21.8877988187	-0.0336910012439	18.4969	kp10_6750.fits_g40	0	star
object	21.9706985293	-0.0161950015836	20.1941	km02_6750.fits_g40	0	star
object	22.0252990638	-0.0766080038177	14.4463	kp01_6750.fits_g40	0	star
object	22.0017980883	0.0607409976535		22.9532	km01_6750.fits_g40	0	star
object	22.0372023766	-0.0596960028493	21.7661	km02_6750.fits_g40	0	star
object	21.9682977216	-0.0885400103295	14.1279	kp01_6500.fits_g40	0	star
object	22.1042987367	-0.00485999990564	22.3806	km02_6500.fits_g40	0	star
object	22.0812007453	0.0335679986645		21.5006	km02_6500.fits_g40	0	star
object	21.9375021053	0.079175003709		21.4757	km01_6500.fits_g40	0	star
object	21.8799987431	-0.0538130039892	22.4986	km02_6500.fits_g40	0	star
object	22.0103016758	0.0114610008267		14.5859	kp01_6500.fits_g40	0	star
object	22.1197025237	-0.022185000312		17.0437	km01_6500.fits_g40	0	star
object	22.0347998557	-0.0164820018728	21.9277	km01_6500.fits_g40	0	star
object	22.0873001045	-0.0890819997558	23.7486	km02_6500.fits_g40	0	star
object	22.0225021016	-0.118391002594		22.3976	km02_6500.fits_g40	0	star
object	22.0060994028	-0.0191950028694	18.0733	kp10_6250.fits_g40	0	star
object	21.9446020837	0.00693199863933	23.6342	km01_6250.fits_g40	0	star
object	21.9297003223	0.0447410022555		22.9821	km02_6250.fits_g40	0	star
object	21.9340989651	0.015437001339		18.1833	kp10_6250.fits_g40	0	star
object	22.0008999197	0.0267129998232		16.3719	kp03_6250.fits_g40	0	star
object	22.1021011284	0.103019003317		20.5202	km01_6250.fits_g40	0	star
object	21.9842001079	-0.116048006282		24.2562	km01_6250.fits_g40	0	star
object	22.05349921	0.00245200153215	17.8513	kp10_6250.fits_g40	0	star
object	21.9967010615	-0.0691150050125	15.7425	kp01_6250.fits_g40	0	star
object	22.1226019365	-0.000827001551914	24.3641	km02_6250.fits_g40	0	star
object	21.9422029833	-0.0512060001847	21.9141	km02_6250.fits_g40	0	star
object	22.0156992304	-0.0115660010723	23.6602	km01_6250.fits_g40	0	star
object	22.0008008839	0.13027299562		14.9392	km01_6250.fits_g40	0	star
object	22.0095025429	-0.0607700065067	22.3962	km01_6250.fits_g40	0	star
object	22.0697004167	0.000564002464793	17.3443	kp10_6250.fits_g40	0	star
object	22.0171011264	0.00628799980718	23.5822	km01_6250.fits_g40	0	star
